date,Open,High,Low,Final,Volume,Close
2001-11-11,24736,24737,24736,24737,1100,24737
2001-11-21,24984,24984,24984,24984,950,24984
2001-11-25,25233,25233,25233,25233,994,25233
2001-11-26,25485,25485,25485,25485,1200,25485
2001-11-27,25739,25739,25739,25739,1200,25739
2001-12-01,25996,25996,25996,25996,1700,25996
2001-12-03,26255,26255,26255,26255,2000,26255
2001-12-04,26517,26517,26517,26517,2000,26517
2001-12-05,26782,26782,26782,26782,3073,26782
2001-12-08,26781,26782,26780,26781,2320,26781
2001-12-09,26781,26800,26781,26800,3150,26800
2001-12-10,26800,26900,26800,26900,3800,26900
2001-12-11,27000,27000,26908,27000,1550,27000
2001-12-12,27270,27270,27270,27270,1000,27270
2001-12-22,27542,27542,27542,27542,1250,27542
2001-12-23,27817,27817,27817,27817,1525,27817
2001-12-24,28095,28095,28095,28095,1250,28095
2001-12-25,28375,28375,28375,28375,1250,28375
2001-12-26,28658,28658,28658,28658,1250,28658
2001-12-29,28944,28944,28944,28944,1686,28944
2002-01-02,29233,29233,29233,29233,2280,29233
2002-01-06,29525,29525,29525,29525,1428,29525
2002-01-07,29699,29700,29233,29256,11151,29256
2002-01-08,29260,29260,28964,28964,10007,28964
2002-01-13,28675,28675,28675,28675,18869,28675
2002-01-14,28391,28391,28391,28391,1000,28391
2002-01-15,28111,28111,28108,28111,3218,28111
2002-01-16,28116,28116,28000,28017,182200,28017
2002-01-19,28024,28030,28024,28030,850,28030
2002-01-20,28310,28310,28310,28310,2147,28310
2002-01-21,28593,28593,28593,28593,1328,28593
2002-01-23,28878,28878,28878,28878,5271,28878
2002-01-27,29000,29000,28878,28878,13512,28878
2002-01-28,28878,28878,28596,28878,739,28878
2002-01-29,28878,28878,28878,28878,376,28878
2002-02-02,28596,28596,28593,28593,2493,28593
2002-02-03,28308,28308,28308,28308,1000,28308
2002-02-04,28308,28308,28308,28308,827,28308
2002-02-06,28298,28300,28298,28300,1000,28300
2002-02-09,28294,28295,28294,28295,542,28295
2002-02-10,28284,28284,28284,28284,528,28284
2002-02-13,28002,28002,28002,28002,1086,28002
2002-02-16,27722,27722,27722,27722,535,27722
2002-02-17,27445,27445,27445,27445,500,27445
2002-02-18,27370,27445,27296,27445,15385,27445
2002-02-19,27446,27446,27445,27445,1652,27445
2002-02-20,27440,27445,27440,27445,2905,27445
2002-02-24,27446,27446,27445,27445,500,27445
2002-02-25,27200,27300,27200,27300,4821,27300
2002-02-26,27400,27400,27400,27400,1000,27400
2002-02-27,27573,27674,27573,27674,2298,27674
2002-03-04,27950,27950,27950,27950,500,27950
2002-03-05,27947,27948,27947,27948,118,27948
2002-03-09,27669,27669,27669,27669,1000,27669
2002-03-10,27669,27669,27393,27393,1405,27393
2002-03-11,27393,27394,27393,27393,2133,27393
2002-03-12,27394,27394,27393,27393,2500,27393
2002-03-13,27399,27399,27393,27393,9291,27393
2002-03-16,27391,27393,27391,27393,1535,27393
2002-03-18,27150,27150,27150,27150,1500,27150
2002-03-26,27150,27150,27150,27150,800,27150
2002-03-30,27150,27150,27000,27000,3200,27000
2002-04-03,26999,27000,26999,27000,584,27000
2002-04-08,26998,27000,26998,27000,5811,27000
2002-04-09,26999,27000,26999,27000,4517,27000
2002-04-10,27000,27000,27000,27000,3000,27000
2002-04-13,27001,27001,27001,27001,2800,27001
2002-04-14,27270,27270,27270,27270,2483,27270
2002-04-16,27270,27270,27270,27270,1259,27270
2002-04-17,27270,27271,27270,27270,3626,27270
2002-06-23,40000,41000,32550,41000,3040,41000
2002-06-24,41410,41410,41409,41410,18796,41410
2002-06-25,41416,41416,41411,41411,5600,41411
2002-06-26,41411,41420,41400,41400,20730,41400
2002-06-29,40600,41000,40590,40999,22500,40999
2002-06-30,40980,41000,40550,40550,15312,40550
2002-07-21,21251,22326,21251,22326,1150,22326
2002-07-22,22884,22884,22884,22884,1100,22884
2002-07-23,23456,23456,23456,23456,1222,23456
2002-07-27,24042,24042,24042,24042,10600,24042
2002-07-28,24643,24643,24595,24597,15071,24597
2002-07-29,24590,24593,24500,24539,3947,24539
2002-07-30,24537,24537,24499,24500,6559,24500
2002-07-31,24540,24600,24540,24600,1499,24600
2002-08-03,24758,24766,24750,24766,9238,24766
2002-08-04,24782,24782,24781,24781,350,24781
2002-08-05,25400,25400,25399,25400,7365,25400
2002-08-10,26035,26035,25400,25403,44488,25403
2002-08-11,25500,25769,25500,25769,82326,25769
2002-08-13,25770,25773,25770,25770,21050,25770
2002-08-14,25776,25777,25770,25775,29742,25775
2002-08-17,25775,25775,25131,25131,8361,25131
2002-08-18,25131,25131,24503,24503,9641,24503
2002-08-19,24503,24503,24502,24503,6005,24503
2002-08-20,24503,24503,23891,23891,12139,23891
2002-08-21,24000,24000,23653,23653,12350,23653
2002-08-27,23653,23653,23653,23653,20685,23653
2002-08-31,23663,23665,22471,22471,8540,22471
2002-09-01,22476,22477,22476,22477,654,22477
2002-09-02,22486,22488,22480,22486,79254,22486
2002-09-03,22902,22902,22902,22902,9900,22902
2002-09-07,22954,22958,22954,22958,9000,22958
2002-09-08,22959,22960,21811,21811,8218,21811
2002-09-09,21811,21811,21811,21811,2470,21811
2002-09-10,21811,21811,21810,21810,1832,21810
2002-09-11,21811,21811,21500,21811,7709,21811
2002-09-14,21809,21809,21809,21809,227,21809
2002-09-15,21806,21806,21550,21550,2100,21550
2002-09-16,21260,21300,21240,21240,3876,21240
2002-09-17,21100,21300,21093,21299,15865,21299
2002-09-18,21260,21299,21260,21297,18405,21297
2002-09-22,21293,21293,21293,21293,140,21293
2002-09-23,21288,21288,21200,21200,3370,21200
2002-09-24,21100,21100,21000,21000,2940,21000
2002-09-25,20900,21000,20876,20900,56625,20900
2002-09-28,20600,20900,20600,20900,5434,20900
2002-09-29,20899,20900,20898,20900,10156,20900
2002-09-30,21900,21900,20901,21001,7274,21001
2002-10-01,21002,21002,21002,21002,10500,21002
2002-10-02,21003,21004,21003,21004,20000,21004
2002-10-06,21800,22000,21562,21803,31700,21803
2002-10-07,21810,21818,21804,21804,52186,21804
2002-10-08,21799,22001,21798,22001,18953,22001
2002-10-09,22000,23100,21900,23100,33686,23100
2002-10-12,23100,23200,23000,23200,15902,23200
2002-10-14,23800,23900,23209,23900,18609,23900
2002-10-15,23899,23900,23050,23050,12980,23050
2002-10-16,23020,23020,23020,23020,212,23020
2002-10-19,22877,22880,22876,22879,1865,22879
2002-10-20,22700,22879,22700,22879,8231,22879
2002-10-21,22879,22999,22790,22987,9100,22987
2002-10-23,22979,22980,22979,22980,7400,22980
2002-10-27,22978,22999,22974,22999,10000,22999
2002-10-28,22997,22997,22996,22996,5000,22996
2002-10-29,22985,22988,22985,22988,2660,22988
2002-10-30,22988,22994,22949,22994,67200,22994
2002-11-02,22994,22996,21999,22996,2696,22996
2002-11-03,22997,22997,22996,22997,3086,22997
2002-11-04,22997,23100,22997,23099,22931,23099
2002-11-05,23099,23099,23099,23099,648,23099
2002-11-06,23103,23105,23101,23102,38200,23102
2002-11-09,23100,23104,23100,23100,167000,23100
2002-11-10,23100,23101,23100,23100,31430,23100
2002-11-11,23499,23500,23101,23500,15237,23500
2002-11-12,23500,23500,23500,23500,730,23500
2002-11-13,23700,23800,23700,23800,1788,23800
2002-11-16,23802,24990,23800,24990,7475,24990
2002-11-17,24990,24990,24990,24990,1000,24990
2002-11-18,24990,24990,24990,24990,519,24990
2002-11-19,24990,25000,24990,25000,7423,25000
2002-11-20,24999,24999,24999,24999,783,24999
2002-11-24,24989,24990,24989,24990,3100,24990
2002-11-25,24983,24989,24983,24989,5100,24989
2002-11-26,24985,25000,24983,25000,11000,25000
2002-11-30,24600,24999,24600,24999,300,24999
2002-12-01,24980,24999,24980,24999,2590,24999
2002-12-02,24998,24998,24991,24992,5000,24992
2002-12-03,24983,24983,24982,24982,2000,24982
2002-12-07,24730,24963,24730,24963,9550,24963
2002-12-08,24895,24895,24689,24693,4700,24693
2002-12-09,24597,25000,24597,25000,26902,25000
2002-12-10,24997,25000,24997,25000,17686,25000
2002-12-11,26245,26250,26245,26250,5684,26250
2002-12-14,26500,27400,26500,27400,2490,27400
2002-12-15,28770,28770,27561,28770,39200,28770
2002-12-16,29000,29000,28770,28770,22602,28770
2002-12-17,29000,30208,28770,30208,16698,30208
2002-12-18,31000,31718,31000,31718,14175,31718
2002-12-21,31718,31718,31000,31702,6011,31702
2002-12-22,31698,31699,31663,31663,1525,31663
2002-12-23,31197,31197,30100,30100,8580,30100
2002-12-24,30073,30075,28788,30000,3825,30000
2002-12-25,29000,29000,29000,29000,1367,29000
2002-12-28,29000,29000,28981,28981,2650,28981
2002-12-29,29212,29212,29001,29211,4385,29211
2002-12-31,29220,29974,29220,29974,5219,29974
2003-01-01,29770,29779,29770,29770,1600,29770
2003-01-06,31500,31500,28500,31500,48384,31500
2003-01-07,31000,32500,30995,32000,32001,32000
2003-01-08,32500,33000,31000,32497,19190,32497
2003-01-11,32498,32498,32498,32498,3565,32498
2003-01-12,32493,32493,32399,32399,806,32399
2003-01-13,31999,32378,31999,32378,3842,32378
2003-01-14,32700,33500,32700,33000,10558,33000
2003-01-15,33000,33000,32999,33000,1375,33000
2003-01-18,33000,34649,33000,33000,3200,33000
2003-01-19,33001,33001,33000,33000,5985,33000
2003-01-20,33500,34637,33000,33004,5160,33004
2003-01-21,34300,34615,34299,34299,4000,34299
2003-01-22,34139,34139,34000,34107,6816,34107
2003-01-25,34105,34107,33910,34000,9559,34000
2003-01-26,33997,33997,33997,33997,200,33997
2003-01-27,33984,33995,33983,33984,1476,33984
2003-01-28,33980,33983,32500,32900,2916,32900
2003-01-29,32899,33960,32899,33960,3951,33960
2003-02-01,33958,33958,33910,33910,3010,33910
2003-02-02,33937,33958,32215,33958,14531,33958
2003-02-03,33995,33995,32999,33968,10840,33968
2003-02-04,33900,34000,33900,34000,3000,34000
2003-02-05,33999,35700,33999,34000,6100,34000
2003-02-08,35400,35700,34000,35700,11433,35700
2003-02-09,35691,35695,35599,35599,6960,35599
2003-02-10,35000,35000,34501,34501,2020,34501
2003-02-15,34000,34998,34000,34998,1000,34998
2003-02-16,34993,35596,34993,35496,11250,35496
2003-02-17,35479,35479,35479,35479,1456,35479
2003-02-18,35001,35600,35000,35599,11518,35599
2003-02-19,35592,35593,35592,35593,2794,35593
2003-02-22,35357,35593,35000,35285,9025,35285
2003-02-24,34500,34500,34500,34500,1064,34500
2003-02-25,34000,34002,33999,33999,3595,33999
2003-03-01,33994,33994,33994,33994,145,33994
2003-03-04,33830,33830,33830,33830,400,33830
2003-03-08,33000,33000,32980,33000,102313,33000
2003-03-09,33099,33101,33093,33093,16629,33093
2003-03-10,32999,32999,32999,32999,300,32999
2003-03-11,32550,32550,32550,32550,2000,32550
2003-03-12,32492,32492,32467,32467,750,32467
2003-03-15,32200,32338,32200,32337,1281,32337
2003-03-16,32299,32313,32074,32075,3337,32075
2003-03-17,32071,32072,32071,32072,4297,32072
2003-03-18,32050,32070,32050,32070,580,32070
2003-03-19,32500,32500,32070,32500,5320,32500
2003-04-08,32825,32825,32825,32825,3000,32825
2003-04-15,33153,33153,33153,33153,3990,33153
2003-05-03,33484,33484,33484,33484,3150,33484
2003-05-05,33818,33818,33818,33818,53358,33818
2003-05-06,34155,34155,34154,34155,13826,34155
2003-05-07,34496,34496,34496,34496,15000,34496
2003-05-10,34840,34840,34840,34840,5088,34840
2003-05-11,35188,35188,35188,35188,3429,35188
2003-05-12,35201,35201,35193,35195,5354,35195
2003-05-13,35546,35546,35546,35546,1011,35546
2003-05-17,35901,35901,35901,35901,4635,35901
2003-05-18,36260,36260,36260,36260,2007,36260
2003-05-20,36622,36622,36622,36622,28095,36622
2003-05-21,36623,36988,36622,36988,10292,36988
2003-05-24,37200,37200,37200,37200,909,37200
2003-05-25,37217,37572,37217,37572,1007,37572
2003-05-26,37947,37947,37947,37947,1095,37947
2003-05-27,38326,38326,38326,38326,2405,38326
2003-05-28,38355,40242,38355,40242,4825,40242
2003-06-01,40251,40260,40251,40259,3349,40259
2003-06-02,40310,40310,40309,40309,1000,40309
2003-06-03,42271,42324,42271,42324,1975,42324
2003-06-07,42332,42520,42332,42519,2075,42519
2003-06-08,42540,42555,42540,42555,1238,42555
2003-06-09,42564,42600,42502,42546,4262,42546
2003-06-10,42500,43500,42499,43500,8188,43500
2003-06-11,43500,45000,43500,45000,6740,45000
2003-06-14,45000,45000,44999,45000,7370,45000
2003-06-15,45000,45000,44489,44489,5567,44489
2003-06-16,44489,44490,44486,44486,192,44486
2003-06-21,44452,44460,43000,44460,12122,44460
2003-06-22,44460,44460,44460,44460,11,44460
2003-06-23,44460,44840,44460,44840,3500,44840
2003-06-24,44840,45000,44839,45000,8580,45000
2003-06-25,45000,45000,45000,45000,60,45000
2003-06-28,45500,46000,45056,46000,5691,46000
2003-06-29,46000,48300,46000,48300,12440,48300
2003-07-20,26200,26200,23105,26200,35599,26200
2003-07-22,26180,26198,26179,26195,13429,26195
2003-07-23,26140,26140,24890,24890,1614,24890
2003-07-26,24840,26120,24795,26120,31740,26120
2003-07-27,26131,26500,26070,26500,11711,26500
2003-07-28,26998,27200,26998,26999,11147,26999
2003-07-29,27033,27200,27006,27200,11119,27200
2003-07-30,29401,29410,29000,29400,10173,29400
2003-08-03,29002,29401,27000,29400,14258,29400
2003-08-04,29500,29500,27000,27000,4221,27000
2003-08-05,27000,27000,27000,27000,979,27000
2003-08-06,27000,27000,27000,27000,1175,27000
2003-08-09,27000,27000,27000,27000,543,27000
2003-08-10,26999,27000,26998,26998,2646,26998
2003-08-11,26997,26997,25999,25999,2764,25999
2003-08-12,26001,26001,25998,26000,5532,26000
2003-08-16,25900,25901,25900,25900,6295,25900
2003-08-17,25905,26998,25901,26998,8670,26998
2003-08-18,26990,26990,26990,26990,145,26990
2003-08-19,26970,26970,26959,26960,2955,26960
2003-08-20,28300,28308,26960,28012,25496,28012
2003-08-23,28012,28230,27990,28070,76385,28070
2003-08-24,28070,28070,28067,28070,6462,28070
2003-08-25,27997,28070,27100,28070,2038,28070
2003-08-26,27985,28070,27985,28070,100,28070
2003-08-30,27786,28070,27782,28070,750,28070
2003-08-31,27778,28070,27772,28070,1605,28070
2003-09-01,27767,28070,27764,28070,388,28070
2003-09-02,27754,28070,27748,28070,1368,28070
2003-09-03,27497,28070,27497,28070,326,28070
2003-09-06,27487,28070,27487,28070,30,28070
2003-09-07,27382,28070,27376,28070,889,28070
2003-09-08,27366,28070,27353,28070,2448,28070
2003-09-09,27343,28070,27343,28070,198,28070
2003-09-13,27316,28070,27315,28070,565,28070
2003-09-14,27290,28070,27290,28070,510,28070
2003-09-15,27187,28070,27187,28070,834,28070
2003-09-21,26667,28070,26667,28070,150,28070
2003-09-28,26667,27934,26667,27934,2010,27934
2003-09-29,26538,26867,26538,26867,15847,26867
2003-10-04,25524,26867,25524,26867,85,26867
2003-10-06,25524,26867,25524,26867,80,26867
2003-10-11,25524,26827,25524,26827,626,26827
2003-10-22,25486,26776,25486,26776,788,26776
2003-10-25,25438,26705,25438,26705,1110,26705
2003-10-26,26701,26705,25370,26705,70,26705
2003-11-01,25370,26657,25370,26657,753,26657
2003-11-03,25325,26657,25325,26657,60,26657
2003-11-10,25325,26657,25325,26657,110,26657
2003-11-15,25325,26335,25325,26335,5010,26335
2003-11-17,25019,26335,25019,26335,206,26335
2003-11-18,25019,26316,25019,26316,307,26316
2003-12-01,25001,26309,25001,26309,110,26309
2003-12-09,24994,26262,24994,26262,744,26262
2003-12-15,24949,26198,24949,26198,1010,26198
2003-12-17,24889,26179,24889,26179,310,26179
2003-12-24,24871,26114,24871,26114,1028,26114
2003-12-27,24809,26093,24809,26093,330,26093
2003-12-29,24789,26079,24789,26079,225,26079
2003-12-31,24776,26021,24776,26021,930,26021
2004-01-04,24720,25955,24720,25955,1053,25955
2004-01-07,24658,25955,24658,25955,35,25955
2004-01-10,24658,25939,24658,25939,251,25939
2004-01-11,24643,25929,24643,25929,171,25929
2004-01-19,24633,25906,24633,25906,371,25906
2004-01-25,24611,25892,24611,25892,223,25892
2004-01-26,24598,25268,24598,25268,10010,25268
2004-02-01,24005,25261,24005,25261,110,25261
2004-02-14,23998,25200,23998,25200,1010,25200
2004-02-15,23940,24507,23940,24507,11410,24507
2004-02-17,23282,24507,23282,24507,25,24507
2004-02-25,23282,24507,23282,24507,60,24507
2004-02-29,23282,24507,23282,24507,18,24507
2004-03-17,23282,24507,23282,24507,33,24507
2004-03-30,23282,23282,23282,23282,500,23282
2004-04-03,22118,22118,22118,22118,500,22118
2004-04-10,21013,21013,21013,21013,500,21013
2004-04-27,19498,19498,19498,19498,380,19498
2004-04-28,18524,19498,18524,19498,96,19498
2004-05-01,18524,19488,18524,19488,276,19488
2004-05-02,18514,19488,18514,19488,170,19488
2004-05-04,18514,19473,18514,19473,435,19473
2004-05-09,18500,19435,18500,19435,1073,19435
2004-05-16,18464,19412,18464,19412,655,19412
2004-05-24,18442,19412,18442,19412,52,19412
2004-05-25,18442,19412,18442,19412,30,19412
2004-06-09,18442,18442,18442,18442,500,18442
2004-06-16,17520,17520,17520,17520,500,17520
2004-06-20,16644,16644,16644,16644,500,16644
2004-06-23,15812,15812,15812,15812,500,15812
2004-06-26,15022,15022,15022,15022,500,15022
2004-09-04,12616,12616,12616,12616,100,12616
2004-09-06,12598,12615,12590,12615,1671,12615
2004-10-02,11985,11985,11985,11985,248,11985
2004-10-25,11386,11386,11386,11386,455,11386
2004-10-27,10817,10817,10817,10817,500,10817
2004-10-31,10277,10277,10277,10277,200,10277
2004-11-01,9764,9764,9764,9764,518,9764
2004-11-02,9276,9276,9276,9276,1175,9276
2004-11-06,8813,8813,8813,8813,1100,8813
2004-11-07,8373,8373,8373,8373,1000,8373
2004-11-08,7955,7955,7955,7955,1000,7955
2004-11-09,7558,7558,7558,7558,4000,7558
2004-11-10,7181,7190,7181,7181,15270,7181
2004-11-13,7201,7212,7181,7183,10433,7183
2004-11-15,7212,7500,7212,7452,27628,7452
2004-11-16,7561,7824,7558,7645,17124,7645
2004-11-17,8027,8027,7774,7774,10864,7774
2004-11-20,8162,8162,7834,7834,5035,7834
2004-11-21,8225,8225,7846,7846,1010,7846
2004-11-22,8238,8238,8091,8091,20010,8091
2004-11-27,8495,8495,8154,8154,5010,8154
2004-11-28,8561,8561,8408,8408,20010,8408
2004-11-29,8750,8828,8671,8671,20170,8671
2004-11-30,9104,9104,8824,8824,11320,8824
2004-12-01,9265,9265,9265,9265,35883,9265
2004-12-04,9728,9728,9705,9705,30455,9705
2004-12-05,10190,10190,9965,9965,17178,9965
2004-12-06,10463,10463,10449,10462,101408,10462
2004-12-07,10985,10985,10543,10543,5010,10543
2004-12-11,11070,11070,10589,10589,2864,10589
2004-12-12,11118,11118,10742,10742,9327,10742
2004-12-13,11279,11279,10795,10795,3210,10795
2004-12-14,11334,11334,11320,11320,31231,11320
2004-12-15,11386,11886,11334,11679,137672,11679
2004-12-18,11884,12262,11884,12019,26702,12019
2004-12-19,12249,12260,12043,12043,9846,12043
2004-12-20,12056,12056,11497,11713,44959,11713
2004-12-21,11128,11685,11128,11685,1491,11685
2004-12-22,11101,11665,11101,11665,1110,11665
2004-12-26,11082,11549,11082,11549,6372,11549
2004-12-27,10972,11549,10972,11549,20,11549
2004-12-29,10972,11549,10972,11549,30,11549
2005-01-02,10972,11538,10972,11538,597,11538
2005-01-03,10962,11524,10962,11524,744,11524
2005-01-04,10948,11468,10948,11468,3110,11468
2005-01-05,10895,11468,10895,11468,385,11468
2005-01-12,10895,11466,10895,11466,110,11466
2005-01-19,10893,11457,10893,11457,510,11457
2005-02-05,10885,11441,10885,11441,877,11441
2005-02-26,10869,11439,10869,11439,110,11439
2005-03-09,10868,11439,10868,11439,258,11439
2005-03-15,10868,11439,10868,11439,70,11439
2005-04-03,10868,10868,10868,10868,300,10868
2005-04-12,10325,10325,10325,10325,20,10325
2005-04-13,9809,9809,9809,9809,10,9809
2005-04-16,9319,9319,9319,9319,300,9319
2005-04-17,8854,8854,8854,8854,113,8854
2005-04-18,8412,8412,8412,8412,500,8412
2005-04-20,7992,8412,7992,8412,60,8412
2005-04-23,7992,7992,7992,7992,1490,7992
2005-04-25,7593,7593,7593,7593,5390,7593
2005-04-27,7972,7972,7214,7535,60735,7535
2005-05-09,7911,7911,7484,7778,735,7778
2005-05-11,7390,7754,7390,7754,1960,7754
2005-05-14,7367,7754,7367,7754,58,7754
2005-05-17,7367,7754,7367,7754,60,7754
2005-05-18,7367,7754,7367,7754,60,7754
2005-05-21,7367,7754,7367,7754,77,7754
2005-05-22,7367,7754,7367,7754,60,7754
2005-05-24,7367,7754,7367,7754,35,7754
2005-05-28,7367,7754,7367,7754,30,7754
2005-05-30,7367,7745,7367,7745,750,7745
2005-05-31,7358,7745,7358,7745,28,7745
2005-06-14,7358,7745,7358,7745,20,7745
2005-07-17,4000,5000,3605,4456,35122,4456
2005-07-18,4234,4448,4234,4448,1180,4448
2005-07-19,4226,4441,4226,4441,1010,4441
2005-07-20,4219,4437,4219,4437,602,4437
2005-07-23,4216,4430,4216,4430,1071,4430
2005-07-24,4209,4426,4209,4426,660,4426
2005-07-26,4205,4410,4205,4410,2630,4410
2005-07-27,4190,4404,4190,4404,1010,4404
2005-07-30,4184,4390,4184,4390,2265,4390
2005-08-01,4171,4386,4171,4386,606,4386
2005-08-06,4167,4386,4167,4386,110,4386
2005-08-10,4167,4382,4167,4382,606,4382
2005-08-21,4163,4382,4163,4382,20,4382
2005-08-22,4163,4382,4163,4382,40,4382
2005-08-23,4163,4362,4163,4362,3354,4362
2005-08-24,4144,4356,4144,4356,954,4356
2005-08-27,4139,4353,4139,4353,440,4353
2005-08-28,4136,4349,4136,4349,545,4349
2005-09-05,4132,4166,4132,4166,327717,4166
2005-09-10,3958,4165,3958,4165,20,4165
2005-09-13,3957,4157,3957,4157,1265,4157
2005-09-17,3950,4150,3950,4150,1142,4150
2005-09-18,3943,3943,3943,3943,37512,3943
2005-09-24,3941,3942,3941,3942,110,3942
2005-09-26,3900,3941,3900,3941,172510,3941
2005-09-28,3744,3941,3744,3941,15,3941
2005-10-01,3744,3925,3744,3925,2890,3925
2005-10-02,3729,3902,3729,3902,4327,3902
2005-10-04,3707,3888,3707,3888,2573,3888
2005-10-08,3707,3883,3694,3883,912,3883
2005-10-09,3689,3872,3689,3872,1929,3872
2005-10-10,3689,3867,3689,3867,1010,3867
2005-10-11,3674,3865,3674,3865,280,3865
2005-10-12,3672,3858,3672,3858,1276,3858
2005-10-16,3250,3658,3250,3295,4510,3295
2005-10-17,3131,3440,3131,3218,18467,3218
2005-10-18,3219,3219,3150,3215,7794,3215
2005-10-19,3150,3212,3150,3212,1592,3212
2005-10-22,3212,3332,3212,3212,935,3212
2005-10-24,3210,3308,3210,3212,457,3212
2005-11-02,3290,3290,3200,3210,3138,3210
2005-11-06,3052,3207,3052,3207,661,3207
2005-11-07,3166,3195,3166,3195,10110,3195
2005-11-09,3140,3157,3140,3141,107299,3141
2005-11-13,3079,3123,3079,3123,11510,3123
2005-11-16,3061,3088,3061,3088,20695,3088
2005-11-19,3082,3086,3030,3086,719,3086
2005-11-21,3031,3081,3030,3081,2666,3081
2005-11-23,3088,3089,3081,3081,3262,3081
2005-11-26,3089,3191,3089,3092,5671,3092
2005-11-27,3239,3246,3152,3152,14585,3152
2005-11-29,3309,3309,3173,3173,5160,3173
2005-11-30,3331,3331,3176,3176,872,3176
2005-12-03,3334,3334,3178,3178,530,3178
2005-12-04,3336,3336,3183,3183,1252,3183
2005-12-05,3342,3342,3226,3226,10150,3226
2005-12-06,3387,3387,3340,3340,26280,3340
2005-12-10,3502,3507,3475,3475,30060,3475
2005-12-11,3648,3648,3538,3538,13596,3538
2005-12-12,3714,3714,3634,3634,20150,3634
2005-12-13,3601,3606,3507,3606,11713,3606
2005-12-14,3600,3600,3500,3583,9838,3583
2005-12-17,3550,3577,3540,3577,5631,3577
2005-12-18,3510,3572,3509,3572,2553,3572
2005-12-19,3520,3571,3520,3571,25,3571
2005-12-21,3409,3455,3393,3455,26310,3455
2005-12-24,3393,3590,3392,3457,23315,3457
2005-12-25,3434,3629,3434,3528,16136,3528
2005-12-26,3632,3633,3534,3534,2340,3534
2005-12-27,3632,3632,3543,3543,3466,3543
2005-12-28,3719,3719,3545,3545,501,3545
2005-12-31,3540,3541,3517,3541,7271,3541
2006-01-01,3541,3710,3510,3536,10490,3536
2006-01-02,3536,3536,3536,3536,8295,3536
2006-01-03,3533,3534,3360,3534,2368,3534
2006-01-04,3403,3516,3402,3516,5010,3516
2006-01-07,3360,3498,3341,3498,3839,3498
2006-01-08,3340,3490,3340,3490,1745,3490
2006-01-14,3316,3316,3316,3316,83290,3316
2006-01-15,3151,3312,3151,3312,708,3312
2006-01-16,3147,3305,3147,3305,1469,3305
2006-01-17,3155,3298,3140,3298,1591,3298
2006-01-21,3134,3287,3134,3287,2415,3287
2006-01-22,3151,3279,3150,3279,2060,3279
2006-01-23,3279,3279,3279,3279,10,3279
2006-01-25,3150,3270,3116,3270,2010,3270
2006-01-29,3270,3280,3270,3270,758,3270
2006-01-31,3275,3275,3270,3270,4660,3270
2006-02-07,3250,3269,3250,3269,410,3269
2006-02-12,3250,3250,3250,3250,40600,3250
2006-02-14,3245,3249,3245,3249,561,3249
2006-02-20,3185,3189,3185,3189,34134,3189
2006-02-27,3189,3252,3189,3196,10458,3196
2006-03-01,3240,3240,3240,3240,40000,3240
2006-03-08,3189,3238,3189,3238,1010,3238
2006-03-11,3238,3238,3238,3238,763,3238
2006-03-12,3180,3226,3180,3226,7520,3226
2006-03-13,3176,3219,3162,3219,4550,3219
2006-03-14,3160,3217,3160,3217,1235,3217
2006-03-18,3220,3220,3217,3217,2186,3217
2006-03-27,3281,3281,3221,3221,2742,3221
2006-04-05,3285,3285,3223,3223,1505,3223
2006-04-10,3287,3287,3225,3225,1225,3225
2006-04-11,3289,3289,3232,3232,4278,3232
2006-04-12,3296,3296,3296,3296,105000,3296
2006-04-15,3361,3361,3324,3324,15994,3324
2006-04-17,3324,3324,3307,3323,13010,3323
2006-04-19,3389,3389,3325,3325,1621,3325
2006-04-22,3360,3391,3360,3378,30556,3378
2006-04-23,3445,3445,3432,3432,30010,3432
2006-04-24,3500,3500,3487,3487,30010,3487
2006-04-25,3556,3556,3543,3543,30010,3543
2006-04-26,3613,3613,3601,3601,30659,3601
2006-04-29,3673,3673,3612,3658,89408,3658
2006-04-30,3695,3731,3679,3679,13804,3679
2006-05-08,4000,4001,3800,3995,50990,3995
2006-05-09,3999,4000,3936,3989,23835,3989
2006-05-10,3910,3927,3910,3927,32629,3927
2006-05-13,3860,3889,3850,3889,18083,3889
2006-05-14,3815,3966,3814,3854,36292,3854
2006-05-22,3747,4900,3111,3914,145625,3914
2006-05-23,3900,3913,3900,3913,2560,3913
2006-05-27,3835,3835,3835,3835,37626,3835
2006-05-31,3759,3834,3759,3834,20,3834
2006-06-17,3759,3833,3759,3833,20,3833
2006-06-21,3757,3835,3757,3821,6092,3821
2006-06-24,3820,3850,3820,3826,8591,3826
2006-06-26,3850,3850,3826,3826,419,3826
2006-06-27,3750,3824,3750,3824,565,3824
2006-07-02,3818,3823,3818,3823,19,3823
2006-07-03,3786,3818,3786,3818,5010,3818
2006-07-08,3760,3850,3742,3774,25819,3774
2006-07-09,3774,3774,3774,3774,48,3774
2006-07-10,3849,3849,3849,3849,44500,3849
2006-07-11,3925,3925,3850,3850,510,3850
2006-07-15,3927,3927,3927,3927,52398,3927
2006-07-16,4005,4005,3927,3927,67,3927
2006-07-17,4005,4005,3934,3934,3510,3934
2006-07-22,4012,4012,3957,3957,11232,3957
2006-07-23,4036,4036,3959,3959,1267,3959
